name,year,team,games_played,ftm,fta,tpa
Kadeem Allen,2012,Orlando Magic (ORL),73,30,42,196
Kadeem Allen,2012,Phoenix Suns (PHX),57,211,264,92
Kadeem Allen,2011,Detroit Pistons (DET),39,194,239,173
Kadeem Allen,2012,Philadelphia 76ers (PHI),40,43,56,1
Kadeem Allen,2012,Houston Rockets (HOU),81,57,69,258
Kadeem Allen,2012,Washington Wizards (WAS),16,0,0,10
Kadeem Allen,2012,Atlanta Hawks (ATL),80,199,226,248
Kadeem Allen,2012,Brooklyn Nets (BKN),51,26,37,80
Kadeem Allen,2012,Cleveland Cavaliers (CLE),82,177,291,3
Kadeem Allen,2011,Golden State Warriors (GSW),66,79,91,268
Kadeem Allen,2012,Houston Rockets (HOU),79,64,86,70
Kadeem Allen,2012,Minnesota Timberwolves (MIN),82,154,208,159
Kadeem Allen,2012,Memphis Grizzlies (MEM),62,146,185,0
Kadeem Allen,2012,Orlando Magic (ORL),77,86,126,3
Kadeem Allen,2012,Boston Celtics (BOS),82,296,371,332
Kadeem Allen,2012,Los Angeles Lakers (LAL),61,159,213,203
Kadeem Allen,2011,Washington Wizards (WAS),66,317,402,42
Kadeem Allen,2012,Houston Rockets (HOU),82,460,575,300
Kadeem Allen,2010,Portland Trail Blazers (POR),1,0,0,0
Kadeem Allen,2012,Los Angeles Clippers (LAC),39,105,121,196
Kadeem Allen,2012,Milwaukee Bucks (MIL),73,77,99,166
Kadeem Allen,2012,Chicago Bulls (CHI),76,108,188,8
Kadeem Allen,2012,Washington Wizards (WAS),65,93,107,328
Kadeem Allen,2011,Denver Nuggets (DEN),31,49,65,110
Kadeem Allen,2012,Memphis Grizzlies (MEM),62,44,51,133
Kadeem Allen,2012,Houston Rockets (HOU),81,152,180,557
Kadeem Allen,2011,Los Angeles Lakers (LAL),64,262,373,14
Kadeem Allen,2012,Brooklyn Nets (BKN),45,36,47,127
Kadeem Allen,2012,Atlanta Hawks (ATL),76,113,155,395
Kadeem Allen,2012,Los Angeles Clippers (LAC),79,253,287,321
Kadeem Allen,2011,Portland Trail Blazers (POR),65,204,261,27
Kadeem Allen,2011,Atlanta Hawks (ATL),11,23,35,2
