name,year,team,games_played,ftm,fta,tpa
Steven Adams,2019,Washington Wizards (WAS),58,52,64,55
Steven Adams,2018,Washington Wizards (WAS),22,9,15,8
Steven Adams,2019,Toronto Raptors (TOR),55,82,103,99
Steven Adams,2018,Toronto Raptors (TOR),28,13,15,37
Steven Adams,2017,Toronto Raptors (TOR),1,0,0,1
Steven Adams,2019,Golden State Warriors (GSW),45,34,41,107
Steven Adams,2019,Los Angeles Lakers (LAL),49,20,24,173
Steven Adams,2018,Los Angeles Lakers (LAL),14,23,25,73
Steven Adams,2017,Los Angeles Lakers (LAL),6,2,2,9
Steven Adams,2016,Los Angeles Lakers (LAL),55,68,93,277
Steven Adams,2015,Los Angeles Lakers (LAL),76,96,123,407
Steven Adams,2014,Los Angeles Lakers (LAL),77,79,100,352
Steven Adams,2013,Los Angeles Lakers (LAL),60,90,112,200
Steven Adams,2012,Los Angeles Lakers (LAL),50,37,49,126
Steven Adams,2011,Los Angeles Lakers (LAL),64,62,78,54
Steven Adams,2010,Los Angeles Lakers (LAL),31,6,12,5
Steven Adams,2019,Utah Jazz (UTA),50,26,40,1
Steven Adams,2018,Utah Jazz (UTA),3,1,2,0
Steven Adams,2017,Utah Jazz (UTA),9,2,2,1
Steven Adams,2019,Phoenix Suns (PHX),62,405,442,350
Steven Adams,2018,Phoenix Suns (PHX),64,393,454,414
Steven Adams,2017,Phoenix Suns (PHX),54,289,329,384
Steven Adams,2016,Phoenix Suns (PHX),78,367,441,405
Steven Adams,2015,Phoenix Suns (PHX),76,215,256,289
Steven Adams,2019,Detroit Pistons (DET),10,0,0,10
Steven Adams,2019,Utah Jazz (UTA),5,0,0,0
Steven Adams,2019,New York Knicks (NYK),9,4,5,9
Steven Adams,2019,Indiana Pacers (IND),5,0,0,2
Steven Adams,2019,Charlotte Hornets (CHA),65,106,131,300
Steven Adams,2018,Charlotte Hornets (CHA),80,58,77,200
Steven Adams,2019,Toronto Raptors (TOR),19,8,10,15
Steven Adams,2019,Indiana Pacers (IND),48,145,162,195
Steven Adams,2018,Indiana Pacers (IND),64,141,152,244
Steven Adams,2017,Indiana Pacers (IND),48,75,85,161
Steven Adams,2016,Indiana Pacers (IND),75,109,126,193
Steven Adams,2019,Memphis Grizzlies (MEM),65,144,178,358
Steven Adams,2018,Memphis Grizzlies (MEM),18,22,30,40
Steven Adams,2017,Memphis Grizzlies (MEM),82,124,166,264
Steven Adams,2019,Portland Trail Blazers (POR),9,3,8,0
Steven Adams,2019,Milwaukee Bucks (MIL),45,27,35,114
Steven Adams,2018,Milwaukee Bucks (MIL),58,29,42,147
Steven Adams,2017,Milwaukee Bucks (MIL),54,21,24,91
Steven Adams,2019,Phoenix Suns (PHX),65,89,105,159
Steven Adams,2018,Phoenix Suns (PHX),82,95,118,313
Steven Adams,2019,Washington Wizards (WAS),61,86,114,145
Steven Adams,2018,Washington Wizards (WAS),52,32,47,69
Steven Adams,2019,Boston Celtics (BOS),50,159,216,281
Steven Adams,2018,Boston Celtics (BOS),74,133,202,276
Steven Adams,2017,Boston Celtics (BOS),70,150,233,306
Steven Adams,2016,Boston Celtics (BOS),78,85,124,134
Steven Adams,2019,Dallas Mavericks (DAL),57,61,75,120
Steven Adams,2018,Dallas Mavericks (DAL),73,87,120,181
Steven Adams,2019,Detroit Pistons (DET),58,88,119,96
Steven Adams,2018,Detroit Pistons (DET),74,45,60,93
Steven Adams,2019,New York Knicks (NYK),29,17,21,111
Steven Adams,2018,New York Knicks (NYK),19,17,21,99
Steven Adams,2017,New York Knicks (NYK),62,39,49,281
Steven Adams,2016,New York Knicks (NYK),31,5,7,73
Steven Adams,2015,New York Knicks (NYK),37,14,15,53
Steven Adams,2014,New York Knicks (NYK),11,2,4,7
Steven Adams,2013,New York Knicks (NYK),43,7,9,73
Steven Adams,2019,Philadelphia 76ers (PHI),11,24,27,49
Steven Adams,2018,Philadelphia 76ers (PHI),13,4,5,6
Steven Adams,2017,Philadelphia 76ers (PHI),64,107,124,142
Steven Adams,2016,Philadelphia 76ers (PHI),42,60,78,76
Steven Adams,2015,Philadelphia 76ers (PHI),31,106,141,79
Steven Adams,2014,Philadelphia 76ers (PHI),27,106,129,68
Steven Adams,2013,Philadelphia 76ers (PHI),78,279,373,143
Steven Adams,2012,Philadelphia 76ers (PHI),64,92,129,92
Steven Adams,2011,Philadelphia 76ers (PHI),59,104,143,45
Steven Adams,2019,Washington Wizards (WAS),38,70,95,54
Steven Adams,2018,Washington Wizards (WAS),72,107,137,99
Steven Adams,2017,Washington Wizards (WAS),15,5,9,10
Steven Adams,2019,Oklahoma City Thunder (OKC),34,6,12,46
Steven Adams,2018,Oklahoma City Thunder (OKC),32,8,12,27
Steven Adams,2019,Miami Heat (MIA),54,408,490,117
Steven Adams,2018,Miami Heat (MIA),55,264,304,148
Steven Adams,2017,Miami Heat (MIA),59,363,425,200
Steven Adams,2016,Miami Heat (MIA),76,585,676,248
Steven Adams,2015,Miami Heat (MIA),67,395,475,205
Steven Adams,2014,Miami Heat (MIA),65,386,463,193
Steven Adams,2013,Miami Heat (MIA),67,260,338,240
Steven Adams,2012,Miami Heat (MIA),82,187,233,105
Steven Adams,2011,Miami Heat (MIA),42,43,56,11
Steven Adams,2019,Houston Rockets (HOU),5,2,2,3
Steven Adams,2018,Houston Rockets (HOU),34,42,50,130
Steven Adams,2017,Houston Rockets (HOU),10,5,6,15
Steven Adams,2016,Houston Rockets (HOU),9,0,0,6
Steven Adams,2015,Houston Rockets (HOU),6,0,0,7
Steven Adams,2014,Houston Rockets (HOU),8,0,0,3
Steven Adams,2019,Atlanta Hawks (ATL),10,5,5,9
Steven Adams,2019,Denver Nuggets (DEN),14,4,4,6
Steven Adams,2019,Houston Rockets (HOU),6,12,16,14
Steven Adams,2018,Houston Rockets (HOU),67,184,242,310
