name,year,team,games_played,ftm,fta,tpa
Bam Adebayo,2018,Toronto Raptors (TOR),60,62,75,170
Bam Adebayo,2018,Dallas Mavericks (DAL),77,196,254,127
Bam Adebayo,2018,Brooklyn Nets (BKN),55,95,116,315
Bam Adebayo,2018,New York Knicks (NYK),73,356,487,195
Bam Adebayo,2018,New Orleans Pelicans (NOP),76,228,255,605
Bam Adebayo,2018,Golden State Warriors (GSW),49,43,62,115
Bam Adebayo,2018,Houston Rockets (HOU),47,25,49,221
Bam Adebayo,2018,Philadelphia 76ers (PHI),73,199,231,460
Bam Adebayo,2016,Oklahoma City Thunder (OKC),79,47,111,184
Bam Adebayo,2018,Miami Heat (MIA),15,4,6,35
Bam Adebayo,2018,New York Knicks (NYK),66,81,135,0
Bam Adebayo,2018,Philadelphia 76ers (PHI),47,32,40,62
Bam Adebayo,2018,Los Angeles Lakers (LAL),46,23,36,142
Bam Adebayo,2018,Washington Wizards (WAS),33,6,9,57
Bam Adebayo,2018,Charlotte Hornets (CHA),79,73,93,337
Bam Adebayo,2018,Orlando Magic (ORL),81,126,144,566
Bam Adebayo,2018,Minnesota Timberwolves (MIN),81,160,205,635
Bam Adebayo,2018,Phoenix Suns (PHX),68,195,228,254
Bam Adebayo,2018,Indiana Pacers (IND),74,208,291,17
Bam Adebayo,2018,Detroit Pistons (DET),51,137,160,146
Bam Adebayo,2018,Indiana Pacers (IND),4,17,21,14
Bam Adebayo,2018,Oklahoma City Thunder (OKC),79,186,227,364
Bam Adebayo,2018,Chicago Bulls (CHI),80,131,160,162
Bam Adebayo,2018,Philadelphia 76ers (PHI),27,10,15,119
Bam Adebayo,2018,Phoenix Suns (PHX),68,105,120,253
Bam Adebayo,2018,Houston Rockets (HOU),50,14,22,78
Bam Adebayo,2018,Los Angeles Clippers (LAC),25,31,39,151
Bam Adebayo,2018,Cleveland Cavaliers (CLE),82,214,255,296
Bam Adebayo,2018,Toronto Raptors (TOR),80,237,302,214
Bam Adebayo,2018,Philadelphia 76ers (PHI),79,257,428,6
Bam Adebayo,2018,Portland Trail Blazers (POR),20,9,16,29
Bam Adebayo,2018,Boston Celtics (BOS),80,104,129,346
Bam Adebayo,2017,Charlotte Hornets (CHA),32,25,25,39
Bam Adebayo,2018,New York Knicks (NYK),21,42,74,83
Bam Adebayo,2018,Washington Wizards (WAS),56,47,62,135
Bam Adebayo,2018,Philadelphia 76ers (PHI),6,6,8,16
Bam Adebayo,2018,Detroit Pistons (DET),74,37,42,204
Bam Adebayo,2018,Minnesota Timberwolves (MIN),46,32,45,128
Bam Adebayo,2018,Indiana Pacers (IND),23,15,24,27
Bam Adebayo,2018,Boston Celtics (BOS),79,195,228,311
Bam Adebayo,2018,Portland Trail Blazers (POR),3,0,2,2
Bam Adebayo,2018,Atlanta Hawks (ATL),42,123,153,105
Bam Adebayo,2018,Brooklyn Nets (BKN),26,23,31,54
Bam Adebayo,2018,Boston Celtics (BOS),66,56,76,67
Bam Adebayo,2018,Detroit Pistons (DET),26,7,11,35
Bam Adebayo,2018,Cleveland Cavaliers (CLE),43,68,106,0
Bam Adebayo,2017,Golden State Warriors (GSW),73,82,98,520
Bam Adebayo,2018,Minnesota Timberwolves (MIN),77,376,450,355
Bam Adebayo,2018,New York Knicks (NYK),64,179,223,132
Bam Adebayo,2018,Portland Trail Blazers (POR),15,3,7,21
Bam Adebayo,2018,Houston Rockets (HOU),82,41,59,387
Bam Adebayo,2018,Minnesota Timberwolves (MIN),73,75,106,52
Bam Adebayo,2018,Indiana Pacers (IND),74,148,201,196
Bam Adebayo,2017,Chicago Bulls (CHI),77,38,51,370
Bam Adebayo,2018,Toronto Raptors (TOR),64,97,115,296
Bam Adebayo,2018,Minnesota Timberwolves (MIN),17,6,10,1
Bam Adebayo,2018,Memphis Grizzlies (MEM),19,70,91,18
Bam Adebayo,2018,Denver Nuggets (DEN),68,111,156,137
Bam Adebayo,2018,Orlando Magic (ORL),80,179,227,231
Bam Adebayo,2018,Boston Celtics (BOS),82,380,450,731
Bam Adebayo,2018,Los Angeles Lakers (LAL),44,22,44,289
Bam Adebayo,2018,San Antonio Spurs (SAS),17,8,10,13
Bam Adebayo,2017,Washington Wizards (WAS),41,175,241,167
