name,year,team,games_played,ftm,fta,tpa
LaMarcus Aldridge,2017,Milwaukee Bucks (MIL),52,94,115,86
LaMarcus Aldridge,2017,Toronto Raptors (TOR),57,26,34,80
LaMarcus Aldridge,2017,Detroit Pistons (DET),74,65,93,104
LaMarcus Aldridge,2017,Portland Trail Blazers (POR),81,209,250,476
LaMarcus Aldridge,2017,Indiana Pacers (IND),76,31,39,62
LaMarcus Aldridge,2017,Milwaukee Bucks (MIL),63,83,101,402
LaMarcus Aldridge,2017,Indiana Pacers (IND),26,24,28,79
LaMarcus Aldridge,2017,Los Angeles Lakers (LAL),65,38,52,6
LaMarcus Aldridge,2017,Los Angeles Clippers (LAC),18,4,8,35
LaMarcus Aldridge,2017,Cleveland Cavaliers (CLE),14,2,3,9
LaMarcus Aldridge,2016,Detroit Pistons (DET),37,27,34,51
LaMarcus Aldridge,2017,Houston Rockets (HOU),56,53,64,159
LaMarcus Aldridge,2014,New Orleans Pelicans (NOP),5,0,0,1
LaMarcus Aldridge,2017,Milwaukee Bucks (MIL),82,320,362,407
LaMarcus Aldridge,2017,Denver Nuggets (DEN),38,112,161,113
LaMarcus Aldridge,2017,San Antonio Spurs (SAS),82,105,118,414
LaMarcus Aldridge,2017,Toronto Raptors (TOR),15,4,4,21
LaMarcus Aldridge,2017,Indiana Pacers (IND),1,0,0,1
LaMarcus Aldridge,2017,New Orleans Pelicans (NOP),82,48,68,301
LaMarcus Aldridge,2017,Los Angeles Lakers (LAL),73,105,128,207
LaMarcus Aldridge,2017,Denver Nuggets (DEN),3,2,2,1
LaMarcus Aldridge,2017,Charlotte Hornets (CHA),63,32,38,243
LaMarcus Aldridge,2017,Los Angeles Clippers (LAC),54,124,154,234
LaMarcus Aldridge,2017,Utah Jazz (UTA),22,35,51,46
LaMarcus Aldridge,2017,Los Angeles Clippers (LAC),11,15,28,6
LaMarcus Aldridge,2017,Denver Nuggets (DEN),81,229,253,436
LaMarcus Aldridge,2017,Oklahoma City Thunder (OKC),53,57,62,167
LaMarcus Aldridge,2017,Utah Jazz (UTA),79,239,297,550
LaMarcus Aldridge,2017,Cleveland Cavaliers (CLE),24,36,50,8
LaMarcus Aldridge,2017,Oklahoma City Thunder (OKC),48,23,39,65
LaMarcus Aldridge,2016,San Antonio Spurs (SAS),38,21,30,23
LaMarcus Aldridge,2017,Washington Wizards (WAS),74,116,138,218
LaMarcus Aldridge,2017,Philadelphia 76ers (PHI),41,26,35,47
LaMarcus Aldridge,2017,Utah Jazz (UTA),9,1,2,4
LaMarcus Aldridge,2016,Los Angeles Clippers (LAC),46,34,78,1
LaMarcus Aldridge,2017,New York Knicks (NYK),78,49,68,157
LaMarcus Aldridge,2016,Portland Trail Blazers (POR),20,64,97,1
LaMarcus Aldridge,2017,Utah Jazz (UTA),69,61,76,118
LaMarcus Aldridge,2017,Oklahoma City Thunder (OKC),30,21,28,1
LaMarcus Aldridge,2017,Boston Celtics (BOS),73,25,41,125
LaMarcus Aldridge,2017,Philadelphia 76ers (PHI),77,98,127,17
LaMarcus Aldridge,2017,Miami Heat (MIA),76,134,174,280
LaMarcus Aldridge,2017,Indiana Pacers (IND),75,294,368,434
LaMarcus Aldridge,2017,Cleveland Cavaliers (CLE),61,26,46,87
LaMarcus Aldridge,2017,New Orleans Pelicans (NOP),26,19,25,4
LaMarcus Aldridge,2017,Phoenix Suns (PHX),81,191,233,369
LaMarcus Aldridge,2017,Sacramento Kings (SAC),31,40,54,81
LaMarcus Aldridge,2017,Los Angeles Clippers (LAC),82,40,46,171
LaMarcus Aldridge,2017,Washington Wizards (WAS),11,1,6,13
LaMarcus Aldridge,2017,New York Knicks (NYK),19,37,54,25
LaMarcus Aldridge,2017,Oklahoma City Thunder (OKC),58,203,221,379
LaMarcus Aldridge,2017,San Antonio Spurs (SAS),82,60,101,2
LaMarcus Aldridge,2017,Denver Nuggets (DEN),74,82,179,1
LaMarcus Aldridge,2017,Chicago Bulls (CHI),77,106,128,313
LaMarcus Aldridge,2016,Dallas Mavericks (DAL),66,198,252,314
LaMarcus Aldridge,2017,New York Knicks (NYK),73,120,156,223
LaMarcus Aldridge,2017,Toronto Raptors (TOR),70,32,39,186
LaMarcus Aldridge,2017,Dallas Mavericks (DAL),79,133,185,84
LaMarcus Aldridge,2017,Brooklyn Nets (BKN),82,152,180,457
LaMarcus Aldridge,2017,New York Knicks (NYK),82,305,425,45
LaMarcus Aldridge,2017,New Orleans Pelicans (NOP),70,197,218,460
LaMarcus Aldridge,2016,Golden State Warriors (GSW),18,29,31,32
LaMarcus Aldridge,2017,Houston Rockets (HOU),61,102,159,360
LaMarcus Aldridge,2017,Philadelphia 76ers (PHI),81,120,142,336
LaMarcus Aldridge,2015,Oklahoma City Thunder (OKC),70,33,54,103
LaMarcus Aldridge,2017,Philadelphia 76ers (PHI),23,9,11,34
LaMarcus Aldridge,2017,Los Angeles Lakers (LAL),65,25,46,150
LaMarcus Aldridge,2017,Charlotte Hornets (CHA),80,115,149,402
LaMarcus Aldridge,2017,Orlando Magic (ORL),24,27,36,93
LaMarcus Aldridge,2017,Minnesota Timberwolves (MIN),48,97,131,278
LaMarcus Aldridge,2017,Phoenix Suns (PHX),77,220,254,273
LaMarcus Aldridge,2017,Indiana Pacers (IND),74,168,224,37
LaMarcus Aldridge,2017,Detroit Pistons (DET),9,5,5,6
LaMarcus Aldridge,2017,Indiana Pacers (IND),22,10,16,10
LaMarcus Aldridge,2017,Oklahoma City Thunder (OKC),67,225,265,262
LaMarcus Aldridge,2017,Chicago Bulls (CHI),73,75,96,101
LaMarcus Aldridge,2017,Philadelphia 76ers (PHI),76,50,76,163
LaMarcus Aldridge,2017,Phoenix Suns (PHX),78,178,207,399
LaMarcus Aldridge,2017,Houston Rockets (HOU),38,44,54,84
LaMarcus Aldridge,2017,Toronto Raptors (TOR),81,54,87,132
LaMarcus Aldridge,2017,Philadelphia 76ers (PHI),81,191,341,11
LaMarcus Aldridge,2017,Boston Celtics (BOS),54,97,133,249
LaMarcus Aldridge,2017,New York Knicks (NYK),69,134,193,339
LaMarcus Aldridge,2017,Washington Wizards (WAS),82,81,116,101
LaMarcus Aldridge,2017,Detroit Pistons (DET),75,38,48,268
LaMarcus Aldridge,2017,Indiana Pacers (IND),1,0,0,0
LaMarcus Aldridge,2017,Boston Celtics (BOS),80,213,258,242
LaMarcus Aldridge,2017,Portland Trail Blazers (POR),27,12,18,8
LaMarcus Aldridge,2017,Atlanta Hawks (ATL),70,202,239,228
LaMarcus Aldridge,2017,Brooklyn Nets (BKN),65,60,78,227
LaMarcus Aldridge,2017,Boston Celtics (BOS),63,61,81,58
LaMarcus Aldridge,2017,Cleveland Cavaliers (CLE),53,43,79,0
LaMarcus Aldridge,2016,Golden State Warriors (GSW),78,186,218,647
LaMarcus Aldridge,2017,Minnesota Timberwolves (MIN),82,345,402,285
LaMarcus Aldridge,2017,Houston Rockets (HOU),82,43,60,310
LaMarcus Aldridge,2017,Minnesota Timberwolves (MIN),79,91,107,132
LaMarcus Aldridge,2017,Indiana Pacers (IND),65,160,206,157
LaMarcus Aldridge,2016,Chicago Bulls (CHI),57,14,18,208
LaMarcus Aldridge,2017,Toronto Raptors (TOR),76,84,101,261
LaMarcus Aldridge,2017,Memphis Grizzlies (MEM),77,170,211,74
LaMarcus Aldridge,2017,Denver Nuggets (DEN),21,13,27,60
