name,year,team,games_played,ftm,fta,tpa
D.J. Augustin,2002,Atlanta Hawks (ATL),43,129,160,131
D.J. Augustin,2002,Houston Rockets (HOU),75,177,291,0
D.J. Augustin,2001,Portland Trail Blazers (POR),82,338,477,5
